transaction_sk,transaction_id,transaction_datetime,sales_outlet_sk,product_sk,customer_sk,staff_sk,quantity,total_sold_out,line_item_amount,unit_price,promo_item
21157,1927,2019-04-18T16:00:19.000Z,2,55,598,12,2,11,800,400,NO
21158,1927,2019-04-24T16:19:34.000Z,7,55,1960,45,1,9,400,400,NO
21159,1927,2019-04-05T14:31:58.000Z,7,58,1747,45,1,12,350,350,NO
21160,1927,2019-04-24T16:19:34.000Z,7,76,1960,45,1,1,350,350,NO
21161,1928,2019-04-04T11:27:30.000Z,2,39,338,12,2,21,850,425,NO
21162,1928,2019-04-02T13:40:53.000Z,4,48,937,26,1,19,250,250,NO
21163,1928,2019-04-16T13:46:13.000Z,7,54,2005,45,1,12,250,250,NO
21164,1928,2019-04-05T13:49:05.000Z,7,61,1970,45,2,22,950,475,NO
21165,1928,2019-04-04T11:27:30.000Z,2,71,338,12,1,16,375,375,NO
21166,1928,2019-04-02T13:40:53.000Z,4,79,937,26,1,9,375,375,NO
21167,1929,2019-04-04T08:29:25.000Z,7,31,2056,45,2,16,440,220,NO
21168,1929,2019-04-25T14:31:20.000Z,4,31,1150,29,3,12,660,220,NO
21169,1929,2019-04-25T13:34:05.000Z,7,46,1788,43,1,5,250,250,NO
21170,1929,2019-04-05T12:11:04.000Z,2,50,278,17,2,19,500,250,NO
21171,1929,2019-04-18T14:15:03.000Z,4,54,857,29,1,7,250,250,NO
21172,1929,2019-04-03T07:49:51.000Z,4,57,1089,12,2,27,620,310,NO
21173,1930,2019-04-06T14:17:42.000Z,7,31,2065,42,1,27,220,220,NO
21174,1930,2019-04-06T17:15:48.000Z,4,41,1109,30,2,20,850,425,NO
21175,1930,2019-04-05T19:24:15.000Z,2,42,84,17,2,21,500,250,NO
21176,1930,2019-04-17T15:56:48.000Z,2,48,428,17,2,8,500,250,NO
21177,1931,2019-04-25T13:42:16.000Z,7,24,2211,43,1,8,300,300,NO
21178,1931,2019-04-23T09:16:35.000Z,2,31,452,20,1,4,220,220,NO
21179,1931,2019-04-03T17:44:32.000Z,2,38,735,12,1,18,375,375,NO
21180,1931,2019-04-04T07:04:12.000Z,4,38,1641,30,1,12,375,375,NO
21181,1931,2019-04-06T12:23:17.000Z,7,56,2013,15,2,17,510,255,NO
21182,1932,2019-04-03T16:16:52.000Z,2,43,559,12,1,17,300,300,NO
21183,1932,2019-04-02T14:35:27.000Z,7,46,2002,45,2,24,500,250,NO
21184,1932,2019-04-03T09:56:34.000Z,4,49,1197,26,2,14,600,300,NO
21185,1932,2019-04-25T12:08:53.000Z,7,57,2132,45,2,5,620,310,NO
21186,1933,2019-04-03T14:34:28.000Z,7,25,2133,42,1,15,220,220,NO
21187,1933,2019-04-01T07:26:59.000Z,4,27,978,12,2,16,700,350,NO
21188,1933,2019-04-02T15:59:11.000Z,2,51,625,12,1,32,300,300,NO
21189,1934,2019-04-03T13:26:32.000Z,2,41,748,12,2,28,850,425,NO
21190,1934,2019-04-23T12:47:32.000Z,7,50,2123,43,1,3,250,250,NO
21191,1934,2019-04-06T14:15:12.000Z,7,52,1785,45,2,22,500,250,NO
21192,1934,2019-04-28T14:02:42.000Z,2,58,538,16,1,4,350,350,NO
21193,1934,2019-04-01T15:17:05.000Z,4,60,902,30,2,16,750,375,NO
21194,1934,2019-04-28T14:02:42.000Z,2,72,538,16,1,2,325,325,NO
21195,1934,2019-04-03T13:26:32.000Z,2,74,748,12,1,8,350,350,NO
21196,1935,2019-04-05T19:47:40.000Z,7,25,1996,42,2,29,440,220,NO
21197,1935,2019-04-17T17:17:51.000Z,2,25,77,12,2,8,440,220,NO
21198,1935,2019-04-06T12:44:54.000Z,4,37,1200,26,2,17,600,300,NO
21199,1935,2019-04-16T13:37:46.000Z,7,38,1982,43,2,6,750,375,NO
21200,1935,2019-04-03T13:56:11.000Z,2,40,552,12,2,19,750,375,NO
21201,1935,2019-04-22T11:11:44.000Z,2,45,616,16,1,7,300,300,NO
21202,1935,2019-04-26T18:25:04.000Z,7,59,1990,43,2,7,900,450,NO
21203,1935,2019-04-22T11:11:44.000Z,2,73,616,16,1,4,375,375,NO
21204,1935,2019-04-05T19:47:40.000Z,7,74,1996,42,1,4,350,350,NO
21205,1935,2019-04-03T13:56:11.000Z,2,77,552,12,1,7,300,300,NO
21206,1936,2019-04-18T11:49:14.000Z,2,37,324,17,2,6,600,300,NO
21207,1936,2019-04-01T11:25:37.000Z,4,40,1622,26,2,14,750,375,NO
21208,1936,2019-04-24T14:08:43.000Z,4,46,1131,29,1,8,250,250,NO
21209,1936,2019-04-04T16:24:23.000Z,2,49,251,17,2,20,600,300,NO
21210,1936,2019-04-04T16:24:23.000Z,2,71,251,17,1,16,375,375,NO
21211,1936,2019-04-24T14:08:43.000Z,4,79,1131,29,1,7,375,375,NO
21212,1936,2019-04-01T16:53:48.000Z,7,86,1811,45,2,17,600,300,NO
21213,1937,2019-04-17T14:32:03.000Z,2,30,707,12,1,7,300,300,NO
21214,1937,2019-04-22T19:54:05.000Z,7,30,1957,43,2,7,600,300,NO
21215,1937,2019-04-17T11:33:58.000Z,7,39,2234,45,2,8,850,425,NO
21216,1937,2019-04-05T18:56:35.000Z,2,43,252,12,2,18,600,300,NO
21217,1937,2019-04-05T18:05:22.000Z,7,47,1943,45,2,15,600,300,NO
21218,1937,2019-04-04T15:17:30.000Z,4,48,1455,12,1,9,250,250,NO
21219,1938,2019-04-06T12:53:48.000Z,7,32,1993,15,2,25,600,300,NO
21220,1938,2019-04-03T16:29:38.000Z,2,38,521,12,1,18,375,375,NO
21221,1938,2019-04-05T08:31:44.000Z,4,39,905,12,1,19,425,425,NO
21222,1938,2019-04-26T15:53:50.000Z,7,40,2182,43,2,5,750,375,NO
21223,1938,2019-04-17T18:55:41.000Z,2,54,184,12,2,7,500,250,NO
21224,1938,2019-04-26T15:53:50.000Z,7,63,2182,43,2,3,160,80,NO
21225,1938,2019-04-26T15:53:50.000Z,7,69,2182,43,1,3,325,325,NO
21226,1938,2019-04-17T18:55:41.000Z,2,70,184,12,1,2,325,325,NO
21227,1939,2019-04-23T11:09:14.000Z,4,22,973,27,3,6,600,200,NO
21228,1939,2019-04-25T16:22:33.000Z,7,23,1873,43,1,4,250,250,NO
21229,1939,2019-04-01T12:07:42.000Z,7,24,1892,42,1,19,300,300,NO
21230,1939,2019-04-22T15:50:16.000Z,2,37,707,16,2,8,600,300,NO
21231,1939,2019-04-06T08:06:23.000Z,4,40,1252,30,2,13,750,375,NO
21232,1939,2019-04-15T18:56:37.000Z,2,53,695,12,1,3,300,300,NO
21233,1939,2019-04-19T18:56:37.000Z,2,53,695,12,1,3,300,300,NO
21234,1939,2019-04-05T13:12:45.000Z,2,60,617,17,1,31,375,375,NO
21235,1940,2019-04-24T14:30:34.000Z,4,29,809,29,1,11,250,250,NO
21236,1940,2019-04-18T13:21:12.000Z,7,34,2034,45,2,2,490,245,NO
21237,1940,2019-04-05T11:53:49.000Z,4,36,884,26,1,20,375,375,NO
21238,1940,2019-04-04T16:15:22.000Z,7,55,1953,45,1,13,400,400,NO
21239,1940,2019-04-04T14:45:13.000Z,2,60,106,12,1,15,375,375,NO
21240,1940,2019-04-05T11:53:49.000Z,4,70,884,26,1,12,325,325,NO
21241,1941,2019-04-18T13:47:32.000Z,2,23,703,12,1,1,250,250,NO
21242,1941,2019-04-05T14:00:24.000Z,7,31,2171,42,2,10,440,220,NO
21243,1941,2019-04-02T08:20:38.000Z,4,44,1227,12,2,14,500,250,NO
21244,1941,2019-04-16T14:47:49.000Z,4,44,1197,29,2,5,500,250,NO
21245,1941,2019-04-03T11:07:34.000Z,2,47,50,17,1,20,300,300,NO
21246,1941,2019-04-29T12:33:04.000Z,2,47,444,14,2,5,600,300,NO
21247,1941,2019-04-18T13:47:32.000Z,2,75,703,12,1,3,350,350,NO
21248,1942,2019-04-19T12:36:57.000Z,4,32,1474,29,1,3,300,300,NO
21249,1942,2019-04-03T11:46:27.000Z,7,35,1797,45,1,20,310,310,NO
21250,1942,2019-04-02T18:26:13.000Z,2,46,490,17,1,30,250,250,NO
21251,1942,2019-04-02T09:06:09.000Z,4,54,1063,12,1,14,250,250,NO
21252,1942,2019-04-03T11:46:27.000Z,7,69,1797,45,1,7,325,325,NO
21253,1942,2019-04-19T12:36:57.000Z,4,79,1474,29,1,1,375,375,NO
21254,1943,2019-04-02T11:19:42.000Z,7,35,2120,45,1,18,310,310,NO
21255,1943,2019-04-06T16:16:48.000Z,4,38,1431,26,2,19,750,375,NO
21256,1943,2019-04-03T14:15:05.000Z,2,57,231,17,2,19,620,310,NO
21257,1943,2019-04-06T16:16:48.000Z,4,72,1431,26,1,7,325,325,NO
21258,1944,2019-04-01T13:04:22.000Z,2,28,69,12,1,17,200,200,NO
21259,1944,2019-04-17T13:59:32.000Z,4,45,1172,27,1,9,300,300,NO
21260,1944,2019-04-06T07:56:38.000Z,4,47,1577,26,1,3,300,300,NO
21261,1944,2019-04-04T19:08:24.000Z,7,54,2129,45,2,10,500,250,NO
21262,1944,2019-04-24T14:56:29.000Z,4,60,1307,27,1,5,375,375,NO
21263,1944,2019-04-01T13:04:22.000Z,2,71,69,12,1,8,375,375,NO
21264,1944,2019-04-06T07:56:38.000Z,4,71,1577,26,1,7,375,375,NO
21265,1944,2019-04-04T19:08:24.000Z,7,78,2129,45,1,5,450,450,NO
21266,1945,2019-04-16T16:08:31.000Z,4,26,971,29,2,9,600,300,NO
21267,1945,2019-04-17T15:39:57.000Z,2,27,420,12,2,2,700,350,NO
21268,1945,2019-04-02T11:56:26.000Z,7,28,2224,45,1,21,200,200,NO
21269,1945,2019-04-16T16:08:31.000Z,4,3,971,29,1,2,1475,1475,NO
21270,1945,2019-04-01T19:26:53.000Z,2,42,347,17,1,19,250,250,NO
21271,1945,2019-04-05T16:40:03.000Z,4,46,1229,12,1,12,250,250,NO
21272,1945,2019-04-17T15:39:57.000Z,2,70,420,12,1,2,325,325,NO
21273,1946,2019-04-03T16:54:23.000Z,2,41,32,17,1,28,425,425,NO
21274,1946,2019-04-23T17:22:34.000Z,4,41,802,27,2,7,850,425,NO
21275,1946,2019-04-23T16:02:32.000Z,7,45,1961,43,1,2,300,300,NO
21276,1946,2019-04-04T18:23:26.000Z,7,50,2034,45,2,26,500,250,NO
21277,1946,2019-04-01T18:08:48.000Z,4,54,1377,26,1,28,250,250,NO
21278,1946,2019-04-23T17:22:34.000Z,4,65,802,27,2,7,160,80,NO
21279,1946,2019-04-03T16:54:23.000Z,2,71,32,17,1,9,375,375,NO
21280,1947,2019-04-15T12:00:20.000Z,2,23,437,17,1,1,250,250,NO
21281,1947,2019-04-19T12:00:20.000Z,2,23,437,17,1,1,250,250,NO
21282,1947,2019-04-24T14:43:13.000Z,7,32,2221,45,1,2,300,300,NO
21283,1947,2019-04-04T10:07:56.000Z,4,49,1680,26,2,23,600,300,NO
21284,1947,2019-04-04T19:40:35.000Z,7,55,2140,42,2,13,800,400,NO
21285,1947,2019-04-01T13:31:00.000Z,2,57,226,12,1,14,310,310,NO
21286,1947,2019-04-24T11:03:58.000Z,4,60,1600,27,1,5,375,375,NO
21287,1947,2019-04-04T19:40:35.000Z,7,74,2140,42,1,8,350,350,NO
21288,1947,2019-04-01T13:31:00.000Z,2,77,226,12,1,7,300,300,NO
21289,1948,2019-04-03T13:03:37.000Z,2,30,782,12,2,18,600,300,NO
21290,1948,2019-04-05T08:23:41.000Z,4,42,963,26,2,9,500,250,NO
21291,1948,2019-04-24T19:00:54.000Z,2,45,550,14,2,8,600,300,NO
21292,1948,2019-04-06T19:36:14.000Z,7,58,1849,42,1,10,350,350,NO
21293,1948,2019-04-26T11:49:25.000Z,7,86,1826,45,1,13,300,300,NO
21294,1949,2019-04-03T11:50:00.000Z,7,34,2058,42,2,12,490,245,NO
21295,1949,2019-04-01T12:31:38.000Z,2,35,674,12,2,29,620,310,NO
21296,1949,2019-04-25T11:12:08.000Z,4,42,1736,29,2,10,500,250,NO
21297,1949,2019-04-05T09:38:01.000Z,4,52,1349,26,2,14,500,250,NO
21298,1949,2019-04-23T19:22:15.000Z,2,56,779,16,1,9,255,255,NO
21299,1949,2019-04-05T09:38:01.000Z,4,72,1349,26,1,10,325,325,NO
21300,1949,2019-04-03T11:50:00.000Z,7,79,2058,42,1,6,375,375,NO
21301,1950,2019-04-01T16:03:24.000Z,7,22,1807,45,1,21,200,200,NO
21302,1950,2019-04-23T13:40:36.000Z,7,28,2056,45,1,10,200,200,NO
21303,1950,2019-04-17T15:50:53.000Z,7,31,2227,43,1,1,220,220,NO
21304,1950,2019-04-06T15:17:29.000Z,4,33,1251,26,2,18,700,350,NO
21305,1950,2019-04-02T13:58:36.000Z,2,39,367,12,1,17,425,425,NO
21306,1950,2019-04-15T11:28:53.000Z,2,39,493,17,1,3,425,425,NO
21307,1950,2019-04-19T11:28:53.000Z,2,39,493,17,1,3,425,425,NO
21308,1951,2019-04-19T12:49:46.000Z,7,22,2186,43,2,9,400,200,NO
21309,1951,2019-04-27T13:06:25.000Z,2,29,622,14,1,5,250,250,NO
21310,1951,2019-04-05T18:23:21.000Z,4,36,1478,26,2,20,750,375,NO
21311,1951,2019-04-26T14:18:10.000Z,4,37,886,29,1,2,300,300,NO
21312,1951,2019-04-06T18:54:35.000Z,7,42,1776,15,1,24,250,250,NO
21313,1951,2019-04-04T14:49:43.000Z,2,54,718,12,1,10,250,250,NO
21314,1951,2019-04-26T14:18:10.000Z,4,63,886,29,1,2,80,80,NO
21315,1951,2019-04-26T14:18:10.000Z,4,79,886,29,1,3,375,375,NO
21316,1952,2019-04-02T15:04:21.000Z,2,23,107,17,2,30,500,250,NO
21317,1952,2019-04-15T11:18:28.000Z,2,24,651,12,2,8,600,300,NO
21318,1952,2019-04-19T11:18:28.000Z,2,24,651,12,2,8,600,300,NO
21319,1952,2019-04-04T17:21:20.000Z,4,29,1436,26,1,11,250,250,NO
21320,1952,2019-04-26T16:55:32.000Z,4,30,1669,27,3,3,900,300,NO
21321,1952,2019-04-06T11:11:08.000Z,7,54,2027,15,1,19,250,250,NO
21322,1952,2019-04-29T09:57:49.000Z,2,58,581,14,1,2,350,350,NO
21323,1952,2019-04-15T11:18:28.000Z,2,73,651,12,1,2,375,375,NO
21324,1952,2019-04-19T11:18:28.000Z,2,73,651,12,1,2,375,375,NO
21325,1953,2019-04-23T14:04:16.000Z,7,22,1863,45,1,9,200,200,NO
21326,1953,2019-04-04T18:44:19.000Z,2,27,763,17,1,18,350,350,NO
21327,1953,2019-04-02T18:52:26.000Z,7,30,1936,45,2,19,600,300,NO
21328,1953,2019-04-05T07:30:10.000Z,4,36,867,26,1,20,375,375,NO
21329,1953,2019-04-23T19:26:42.000Z,2,56,625,20,2,9,510,255,NO
21330,1953,2019-04-04T18:44:19.000Z,2,73,763,17,1,9,375,375,NO
21331,1954,2019-04-04T08:01:10.000Z,7,26,1887,42,2,22,600,300,NO
21332,1954,2019-04-26T14:39:32.000Z,7,27,2024,45,1,5,350,350,NO
21333,1954,2019-04-05T13:30:31.000Z,4,29,1235,12,1,21,250,250,NO
21334,1954,2019-04-01T13:43:32.000Z,2,33,778,12,2,20,700,350,NO
21335,1954,2019-04-29T13:13:14.000Z,2,36,511,20,1,7,375,375,NO
21336,1955,2019-04-03T17:23:03.000Z,2,48,611,12,2,18,500,250,NO
21337,1955,2019-04-16T11:38:20.000Z,2,48,729,12,1,5,250,250,NO
21338,1955,2019-04-27T13:36:12.000Z,2,54,381,20,1,5,250,250,NO
21339,1955,2019-04-02T12:25:24.000Z,4,56,1500,26,2,12,510,255,NO
21340,1955,2019-04-04T16:29:10.000Z,7,57,1916,15,1,16,310,310,NO
21341,1955,2019-04-19T14:20:39.000Z,4,60,825,27,2,3,750,375,NO
21342,1955,2019-04-19T14:20:39.000Z,4,75,825,27,1,4,350,350,NO
21343,1956,2019-04-01T15:51:15.000Z,7,35,2192,15,2,21,620,310,NO
21344,1956,2019-04-03T07:34:08.000Z,4,36,942,26,1,11,375,375,NO
21345,1956,2019-04-25T15:41:57.000Z,4,43,858,29,2,4,600,300,NO
21346,1956,2019-04-03T19:10:01.000Z,2,47,703,17,2,20,600,300,NO
21347,1956,2019-04-19T16:57:49.000Z,7,48,1875,43,2,5,500,250,NO
21348,1956,2019-04-18T13:25:14.000Z,2,58,295,12,1,2,350,350,NO
21349,1956,2019-04-22T15:38:38.000Z,7,58,2207,45,1,9,350,350,NO
21350,1956,2019-04-03T19:10:01.000Z,2,75,703,17,1,6,350,350,NO
21351,1957,2019-04-05T11:33:57.000Z,7,27,2216,45,2,11,700,350,NO
21352,1957,2019-04-06T09:58:09.000Z,4,29,952,12,1,28,250,250,NO
21353,1957,2019-04-03T12:25:55.000Z,2,61,635,17,1,17,475,475,NO
21354,1957,2019-04-06T09:58:09.000Z,4,73,952,12,1,8,375,375,NO
21355,1958,2019-04-05T16:48:38.000Z,4,27,1107,26,1,18,350,350,NO
21356,1958,2019-04-02T11:34:15.000Z,2,32,627,17,1,21,300,300,NO
21357,1958,2019-04-25T15:52:17.000Z,7,36,1921,43,2,7,750,375,NO
21358,1958,2019-04-19T15:04:26.000Z,4,37,896,27,1,2,300,300,NO
21359,1958,2019-04-02T15:41:09.000Z,7,52,1820,45,1,20,250,250,NO
21360,1958,2019-04-19T15:04:26.000Z,4,64,896,27,1,7,80,80,NO
21361,1958,2019-04-02T15:41:09.000Z,7,69,1820,45,1,10,325,325,NO
21362,1959,2019-04-02T19:56:06.000Z,2,22,655,17,1,28,200,200,NO
21363,1959,2019-04-01T11:54:30.000Z,4,34,1726,30,1,23,245,245,NO
21364,1959,2019-04-04T15:49:58.000Z,7,36,2072,42,1,17,375,375,NO
21365,1959,2019-04-24T14:51:40.000Z,7,47,2142,43,2,11,600,300,NO
21366,1960,2019-04-05T08:34:46.000Z,7,22,1850,42,2,21,400,200,NO
21367,1960,2019-04-01T18:04:34.000Z,2,28,104,12,1,17,200,200,NO
21368,1960,2019-04-22T12:55:56.000Z,4,29,1220,29,3,10,750,250,NO
21369,1960,2019-04-25T17:09:07.000Z,2,36,547,14,2,4,750,375,NO
21370,1960,2019-04-16T14:30:29.000Z,2,54,543,17,2,4,500,250,NO
21371,1960,2019-04-01T16:27:42.000Z,4,56,1711,26,1,17,255,255,NO
21372,1960,2019-04-16T14:30:29.000Z,2,73,543,17,1,3,375,375,NO
21373,1961,2019-04-02T14:02:44.000Z,2,22,652,17,2,28,400,200,NO
21374,1961,2019-04-16T18:54:58.000Z,2,30,352,17,1,3,300,300,NO
21375,1961,2019-04-29T17:25:48.000Z,2,40,443,14,2,4,750,375,NO
21376,1961,2019-04-02T09:31:50.000Z,4,46,1104,12,2,16,500,250,NO
21377,1961,2019-04-03T14:30:08.000Z,7,56,1816,42,2,19,510,255,NO
21378,1962,2019-04-18T12:59:24.000Z,4,26,1135,27,1,3,300,300,NO
21379,1962,2019-04-02T14:11:47.000Z,7,38,2237,15,2,12,750,375,NO
21380,1962,2019-04-04T19:24:54.000Z,2,54,134,17,1,10,250,250,NO
21381,1962,2019-04-02T14:54:27.000Z,4,58,1032,12,1,13,350,350,NO
21382,1962,2019-04-16T17:44:25.000Z,7,60,1951,43,2,3,750,375,NO
21383,1962,2019-04-02T14:11:47.000Z,7,77,2237,15,1,6,300,300,NO
21384,1963,2019-04-02T13:23:20.000Z,2,22,515,17,2,28,400,200,NO
21385,1963,2019-04-25T19:37:00.000Z,7,27,1940,45,2,2,700,350,NO
21386,1963,2019-04-01T17:01:03.000Z,4,36,1045,12,2,13,750,375,NO
21387,1963,2019-04-02T17:13:15.000Z,7,44,1867,15,2,24,500,250,NO
21388,1963,2019-04-19T18:44:19.000Z,7,56,2186,43,1,11,255,255,NO
21389,1964,2019-04-01T17:43:41.000Z,4,26,1262,30,1,16,300,300,NO
21390,1964,2019-04-02T17:27:26.000Z,7,30,1876,15,1,19,300,300,NO
21391,1964,2019-04-05T15:30:50.000Z,2,37,551,17,1,28,300,300,NO
21392,1964,2019-04-16T12:52:13.000Z,4,40,855,27,1,5,375,375,NO
21393,1964,2019-04-16T12:52:13.000Z,4,63,855,27,2,3,160,80,NO
21394,1964,2019-04-05T15:30:50.000Z,2,77,551,17,1,13,300,300,NO
21395,1965,2019-04-01T15:26:52.000Z,2,36,213,17,1,21,375,375,NO
21396,1965,2019-04-01T13:19:04.000Z,4,39,1598,26,1,22,425,425,NO
21397,1965,2019-04-01T15:26:52.000Z,2,71,213,17,1,8,375,375,NO
21398,1965,2019-04-24T11:35:11.000Z,7,75,2157,43,1,1,350,350,NO
21399,1965,2019-04-02T12:41:28.000Z,7,86,2183,15,1,21,300,300,NO
21400,1966,2019-04-02T19:32:30.000Z,2,28,157,12,1,14,200,200,NO
21401,1966,2019-04-03T09:11:32.000Z,7,41,2237,15,1,15,425,425,NO
21402,1966,2019-04-04T14:17:47.000Z,4,58,1478,30,2,15,700,350,NO
21403,1966,2019-04-02T19:32:30.000Z,2,71,157,12,1,11,375,375,NO
21404,1967,2019-04-01T18:06:52.000Z,2,30,444,17,2,13,600,300,NO
21405,1967,2019-04-02T15:36:01.000Z,4,41,1162,30,2,10,850,425,NO
21406,1967,2019-04-16T16:13:35.000Z,7,54,2071,43,2,12,500,250,NO
21407,1967,2019-04-05T08:24:13.000Z,7,56,2096,42,2,18,510,255,NO
21408,1967,2019-04-24T18:53:38.000Z,7,61,1764,45,2,7,950,475,NO
21409,1967,2019-04-01T18:06:52.000Z,2,79,444,17,1,10,375,375,NO
21410,1967,2019-04-02T15:36:01.000Z,4,79,1162,30,1,9,375,375,NO
21411,1968,2019-04-04T17:17:50.000Z,2,43,608,17,2,20,600,300,NO
21412,1968,2019-04-02T09:52:16.000Z,7,50,1923,42,1,23,250,250,NO
21413,1968,2019-04-01T13:00:51.000Z,4,57,1012,30,1,18,310,310,NO
21414,1969,2019-04-03T18:52:33.000Z,2,26,610,17,2,28,600,300,NO
21415,1969,2019-04-17T15:44:30.000Z,7,30,2218,43,1,2,300,300,NO
21416,1969,2019-04-05T14:13:41.000Z,4,39,1521,30,2,19,850,425,NO
21417,1969,2019-04-23T07:55:47.000Z,2,47,765,20,2,8,600,300,NO
21418,1969,2019-04-05T19:19:54.000Z,7,52,1854,42,1,15,250,250,NO
21419,1969,2019-04-05T14:13:41.000Z,4,75,1521,30,1,10,350,350,NO
21420,1970,2019-04-04T11:48:07.000Z,2,26,336,17,2,21,600,300,NO
21421,1970,2019-04-03T14:51:06.000Z,4,47,1054,12,2,15,600,300,NO
21422,1970,2019-04-03T08:54:44.000Z,7,53,1922,42,1,18,300,300,NO
21423,1970,2019-04-25T16:50:49.000Z,2,57,608,16,2,6,620,310,NO
21424,1971,2019-04-03T12:00:58.000Z,4,24,918,26,2,11,600,300,NO
21425,1971,2019-04-17T16:10:14.000Z,4,29,1661,27,1,8,250,250,NO
21426,1971,2019-04-02T15:22:40.000Z,2,51,338,12,1,32,300,300,NO
21427,1971,2019-04-01T15:53:46.000Z,7,53,2041,42,2,20,600,300,NO
21428,1972,2019-04-23T11:35:20.000Z,7,23,2149,45,1,11,250,250,NO
21429,1972,2019-04-01T13:02:52.000Z,7,26,1857,15,1,20,300,300,NO
21430,1972,2019-04-01T14:47:01.000Z,4,29,1135,30,2,10,500,250,NO
21431,1972,2019-04-01T17:40:50.000Z,2,55,602,17,1,26,400,400,NO
21432,1973,2019-04-16T17:42:35.000Z,2,25,482,12,1,3,220,220,NO
21433,1973,2019-04-05T16:22:06.000Z,2,38,553,17,2,30,750,375,NO
21434,1973,2019-04-01T17:01:31.000Z,7,50,2088,45,2,20,500,250,NO
21435,1973,2019-04-22T17:24:08.000Z,4,51,1545,27,3,10,900,300,NO
21436,1973,2019-04-24T08:38:45.000Z,2,54,22,14,2,5,500,250,NO
21437,1973,2019-04-15T11:48:26.000Z,4,60,1259,29,1,5,375,375,NO
21438,1973,2019-04-05T11:00:00.000Z,4,78,1293,26,1,5,450,450,NO
21439,1973,2019-04-05T11:00:00.000Z,4,86,1293,26,2,21,600,300,NO
21440,1974,2019-04-01T16:16:59.000Z,2,30,430,17,2,13,600,300,NO
21441,1974,2019-04-17T19:33:27.000Z,7,51,2199,45,2,5,600,300,NO
21442,1974,2019-04-01T09:16:51.000Z,4,54,1101,12,1,28,250,250,NO
21443,1974,2019-04-03T19:40:09.000Z,7,57,1844,45,1,16,310,310,NO
21444,1974,2019-04-24T18:50:32.000Z,7,70,1820,45,1,6,325,325,NO
21445,1974,2019-04-01T16:16:59.000Z,2,76,430,17,1,5,350,350,NO
21446,1975,2019-04-22T19:09:40.000Z,7,39,2219,43,1,6,425,425,NO
21447,1975,2019-04-03T11:12:31.000Z,7,44,2236,45,2,23,500,250,NO
21448,1975,2019-04-03T12:54:44.000Z,2,52,216,12,2,11,500,250,NO
21449,1975,2019-04-06T12:08:11.000Z,4,52,1569,26,2,14,500,250,NO
21450,1975,2019-04-25T08:35:12.000Z,2,59,89,20,1,1,450,450,NO
21451,1975,2019-04-03T12:54:44.000Z,2,74,216,12,1,8,350,350,NO
21452,1976,2019-04-22T11:43:37.000Z,7,10,2173,43,1,1,1000,1000,NO
21453,1976,2019-04-15T19:54:34.000Z,2,30,182,12,2,5,600,300,NO
21454,1976,2019-04-19T19:54:34.000Z,2,30,182,12,2,5,600,300,NO
21455,1976,2019-04-05T15:04:00.000Z,4,39,1744,30,2,19,850,425,NO
21456,1976,2019-04-22T11:43:37.000Z,7,54,2173,43,2,4,500,250,NO
21457,1976,2019-04-05T15:48:19.000Z,2,57,116,12,1,14,310,310,NO
21458,1976,2019-04-02T19:21:32.000Z,7,60,1794,45,1,17,375,375,NO
21459,1976,2019-04-23T12:56:52.000Z,4,60,912,27,1,5,375,375,NO
21460,1977,2019-04-18T15:26:16.000Z,7,26,1813,45,2,4,600,300,NO
21461,1977,2019-04-03T10:54:52.000Z,4,29,1173,12,2,22,500,250,NO
21462,1977,2019-04-25T12:48:37.000Z,4,31,1579,29,2,12,440,220,NO
21463,1977,2019-04-15T19:59:49.000Z,2,41,523,17,1,2,425,425,NO
21464,1977,2019-04-19T19:59:49.000Z,2,41,523,17,1,2,425,425,NO
21465,1977,2019-04-01T17:45:36.000Z,7,42,2191,15,2,24,500,250,NO
21466,1977,2019-04-04T16:09:18.000Z,2,46,159,12,1,21,250,250,NO
21467,1977,2019-04-22T09:17:42.000Z,2,58,664,16,2,6,700,350,NO
21468,1978,2019-04-03T11:41:07.000Z,2,33,356,12,2,20,700,350,NO
21469,1978,2019-04-23T17:08:34.000Z,4,36,1708,29,3,12,1125,375,NO
21470,1978,2019-04-23T12:20:55.000Z,7,38,2209,45,2,6,750,375,NO
21471,1978,2019-04-26T16:17:16.000Z,2,55,43,20,1,4,400,400,NO
21472,1978,2019-04-03T17:42:59.000Z,4,57,971,30,2,27,620,310,NO
21473,1978,2019-04-01T19:54:36.000Z,7,74,2171,15,1,9,350,350,NO
21474,1978,2019-04-03T17:42:59.000Z,4,76,971,30,1,6,350,350,NO
21475,1978,2019-04-01T19:54:36.000Z,7,86,2171,15,1,17,300,300,NO
21476,1979,2019-04-03T16:51:10.000Z,2,30,292,12,1,18,300,300,NO
21477,1979,2019-04-03T14:26:41.000Z,7,52,1879,45,2,31,500,250,NO
21478,1979,2019-04-06T16:20:16.000Z,4,52,1665,26,1,14,250,250,NO
21479,1980,2019-04-03T10:43:09.000Z,7,24,2032,45,2,23,600,300,NO
21480,1980,2019-04-26T08:07:07.000Z,2,39,351,14,2,8,850,425,NO
21481,1980,2019-04-01T19:39:40.000Z,2,49,430,17,1,17,300,300,NO
21482,1980,2019-04-18T11:59:18.000Z,4,55,1663,27,2,6,800,400,NO
21483,1980,2019-04-04T16:56:50.000Z,4,58,1042,30,1,15,350,350,NO
